hunt_code,unresolved_sources,classification,notes,database_present,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,database_hunt_class,database_boundary_id,db_allotment_res,db_allotment_nr,db_allotment_total,db_allotment_status,db_allotment_source,db_conservation_total,db_conservation_source,core_reconciled_bucket,core_resolution_status,core_likely_cause,core_live_shape_status,permit_confidence,permit_winner_source,permit_recommended_res,permit_recommended_nr,permit_recommended_total,permit_conflicting_sources,permit_database_alignment,remaining_split_bucket,remaining_matching_sources,remaining_matching_source_count,species_truth_families,conservation_table_present,conservation_table_total,conservation_table_hunt_names,conservation_table_comparison_statuses,conservation_table_row_count
EB3187,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Mt Dutton,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,630,22,3,25,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,22,3,25,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,1,Mt Dutton,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB3189,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Panguitch Lake,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,634,20,2,22,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,20,2,22,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,1,Panguitch Lake,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB3191,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Boulder,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,172,37,4,41,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,2,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,37,4,41,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,2,Boulder,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB3194,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,San Juan Bull Elk,Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,183,33,4,37,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,33,4,37,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,1,San Juan Bull Elk,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB3198,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Southwest Desert, South",Elk,Bull,Mid Any Legal Weapon,Limited Entry,Mature Bull,872,46,5,51,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,3,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,46,5,51,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,3,"Southwest Desert, South",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB3199,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Wasatch Mtns,Elk,Bull,Late Archery,Limited Entry,Mature Bull,222,9,1,10,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,4,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_SOURCE_CONFLICT,HANUMBER,9,1,10,UTAHDRAWS,DATABASE_MATCHES_RECOMMENDED,true_source_conflicts,HANUMBER|HUNTTABLE,2,CONSERVATION_PERMITS_DIRECT,yes,4,Wasatch Mtns,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB3209,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Box Elder, Pilot Mtn",Elk,Bull,Multiseason,Conservation,Conservation,683,,,1,TOTAL_ONLY,Utah DWR Conservation Permit Working List,1,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT,yes,1,"Box Elder, Pilot Mtn",SOURCE_MATCHES_DATABASE,1
EB3561,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Two Bear CWMU,Elk,Bull,Any Legal Weapon,CWMU,,521,5,0,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
EB3609,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Royal Ivory Outfitters CWMU,Elk,Bull,Any Legal Weapon,CWMU,,828,3,0,3,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
EB3616,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Sweetwater CWMU,Elk,Bull,Any Legal Weapon,CWMU,,891,,,1,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
EB3617,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Diamond Mountain CWMU,Elk,Bull,Any Legal Weapon,CWMU,,923,1,0,1,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,POSSIBLE_DROPPED_OR_NOT_EXPOSED_FROM_2025,REVIEW,DROPPED_OR_NOT_EXPOSED_IN_CURRENT_TABLE,,,,,,,,,,,,,no,,,,0
EB3620,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,The Dirty Dozen,Elk,Bull,Any Legal Weapon,CWMU,CWMU,923,1,0,1,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,SEPARATE_CWMU_CURRENT_PLANNER_LAYER,REVIEW,CWMU_CURRENT_PLANNER,LIVE_DWR_CWMU_TOTAL_ONLY_FROM_QUOTA_RES,,,,,,,,,,,,no,,,,0
EL3000,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver East,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,685,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3002,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Little Creek Roadless,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,12,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3003,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache Meadowville,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,33,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3005,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache South,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,41,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3006,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,51,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3008,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore Pahvant,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,88,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3009,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal La Sal Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,617,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3010,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,629,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3011,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,630,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3013,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope Three Corners,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,140,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3015,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,634,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3018,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fishlake/Thousand Lakes,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,175,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3019,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,San Juan Bull Elk,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,183,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3020,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Diamond Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,206,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3022,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Wasatch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Private Land Only,222,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3024,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,685,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3025,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,685,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3028,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Book Cliffs Little Creek Roadless,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,12,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3031,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Box Elder Pilot Mtn,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,682,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3032,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,33,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3033,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,33,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3036,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,41,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3037,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,41,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3038,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,51,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3039,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,51,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3042,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,88,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3043,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore Pahvant,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,88,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3044,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal Dolores Triangle,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,108,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3045,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,617,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3046,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,La Sal La Sal Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,617,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3047,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,629,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3048,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,629,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3049,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,630,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3050,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,630,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3053,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope Three Corners,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,140,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3056,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,634,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EL3057,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,634,,,,NO_QUOTA_PUBLISHED,NO_PUBLISHED_2026_PRIVATE_LAND_ELK_PERMIT_COUNT,,,,,,,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
