hunt_code,unresolved_sources,classification,notes,database_present,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,database_hunt_class,database_boundary_id,db_allotment_res,db_allotment_nr,db_allotment_total,permit_recommended_res,permit_recommended_nr,permit_recommended_total,conservation_table_row_count
MA1005,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Morgan-South Rich,Moose,Antlerless,Any Legal Weapon,General Season,Antlerless,117,6,1,7,,,,0
MA1006,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Wasatch Mtns, West",Moose,Antlerless,Any Legal Weapon,Once-in-a-lifetime,,620,4,1,5,,,,0
MA1007,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Morgan-South Rich,Moose,Antlerless,Archery,General Season,Antlerless,117,3,0,3,,,,0
MA1008,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Any Legal Weapon,General Season,Antlerless,937,4,1,5,,,,0
MA1011,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,0
MB1000,CORE_REVIEW,SPORTSMAN_CONSERVATION_OVERLAP_REVIEW,Code is current sportsman in review set and also appears in conservation table; keep families separate.,yes,Moose - Statewide Permit,Moose,Bull,Any Legal Weapon,Statewide,Statewide Permit,5133,,,,,,,1
MB6011,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Wasatch Mtns/Central Mtns,Moose,Bull,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,743,19,3,22,19,3,22,0
MB6200,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Bear Springs CWMU,Moose,Bull,Any Legal Weapon,CWMU,,575,1,0,1,,,,0
MB6201,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Beaver Hollow CWMU,Moose,Bull,Any Legal Weapon,CWMU,CWMU,561,1,0,1,,,,0
MB6207,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Durst Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,,567,1,0,1,,,,0
MB6209,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Ensign Ranches CWMU,Moose,Bull,Any Legal Weapon,CWMU,,522,1,0,1,,,,0
MB6217,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Sharp Mountain CWMU,Moose,Bull,Any Legal Weapon,CWMU,,490,1,0,1,,,,0
MB6220,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,South Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,,491,1,0,1,,,,0
MB6223,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Three C CWMU,Moose,Bull,Any Legal Weapon,CWMU,,553,1,0,1,,,,0
MB6224,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Two Bear CWMU,Moose,Bull,Any Legal Weapon,CWMU,,521,1,0,1,,,,0
MB6225,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Wallsburg CWMU,Moose,Bull,Any Legal Weapon,CWMU,,586,1,0,1,,,,0
MB6240,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Chimney Rock CWMU,Moose,Bull,Any Legal Weapon,CWMU,,732,1,0,1,,,,0
MB6254,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,SJ Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,,576,1,0,1,,,,0
MB6257,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Ingham Peak CWMU,Moose,Bull,Any Legal Weapon,CWMU,,493,1,0,1,,,,0
MB6259,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Royal Ivory Outfitters CWMU,Moose,Bull,Any Legal Weapon,CWMU,,828,1,0,1,,,,0
MB6263,CORE_REVIEW|PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_REFERENCE_NOT_LIVE,DATABASE row is not exposed by the fresh live DWR table.,yes,Moon Ranch CWMU,Moose,Bull,Any Legal Weapon,CWMU,,485,,,,,,,0
MB6264,CORE_REVIEW|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_REFERENCE_NOT_LIVE,DATABASE row is not exposed by the fresh live DWR table.,yes,Sand Creek CWMU,Moose,Bull,Any Legal Weapon,CWMU,,740,,,,,,,0
MB6265,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Little Pole Canyon CWMU,Moose,Bull,Any Legal Weapon,CWMU,CWMU,556,1,0,1,,,,0
PB1000,CORE_REVIEW,SPORTSMAN_CONSERVATION_OVERLAP_REVIEW,Code is current sportsman in review set and also appears in conservation table; keep families separate.,yes,Pronghorn - Statewide Permit,Pronghorn,Buck,Any Legal Weapon,Statewide,Statewide Permit,5134,,,,,,,1
PB5008,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Fillmore, Oak Creek South",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,81,15,2,17,15,2,17,0
PB5011,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,129,30,3,33,30,3,33,0
PB5015,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"San Rafael, North",Pronghorn,Buck,Archery,Limited Entry,Limited Entry,194,21,2,23,21,2,23,0
PB5018,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Southwest Desert,Pronghorn,Buck,Archery,Limited Entry,Limited Entry,625,31,4,35,31,4,35,0
PB5024,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Southwest Desert,Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,625,31,4,35,31,4,35,0
PB5025,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Beaver,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,628,43,5,48,43,5,48,1
PB5026,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Book Cliffs, Bitter Creek",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,667,50,6,56,50,6,56,1
PB5033,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Fillmore, Oak Creek South",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,81,46,5,51,46,5,51,1
PB5037,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,129,89,10,99,89,10,99,1
PB5042,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Pine Valley,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,636,21,2,23,21,2,23,0
PB5046,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"San Rafael, North",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,194,62,7,69,62,7,69,0
PB5047,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Diamond Mtn/Bonanza,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,461,50,6,56,50,6,56,0
PB5049,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Southwest Desert,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,625,94,11,105,94,11,105,0
PB5050,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"West Desert, Riverbed",Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,244,73,8,81,73,8,81,0
PB5056,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"San Rafael, North",Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,194,21,2,23,21,2,23,0
PB5059,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Nine Mile, Anthro-Myton Bench",Pronghorn,Buck,Muzzleloader,Limited Entry,Limited Entry,129,30,3,33,30,3,33,0
PB5076,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Parker Mtn,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,703,135,15,150,135,15,150,0
PB5077,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Parker Mtn,Pronghorn,Buck,Archery,Limited Entry,Limited Entry,703,45,5,50,45,5,50,0
PB5313,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,West Willow Creek Ranch CWMU,Pronghorn,Buck,Any Legal Weapon,CWMU,,805,,,1,,,,0
PB5331,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,Mt Dutton/Paunsaugunt,Pronghorn,Buck,Any Legal Weapon,Limited Entry,Limited Entry,453,13,2,15,13,2,15,0
PB5341,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Sweetwater CWMU,Pronghorn,Buck,Any Legal Weapon,CWMU,,891,,,1,,,,0
PB5343,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,0
PD1000,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Box Elder, Snowville",Pronghorn,Doe,Any Legal Weapon,General Season,Antlerless,27,72,8,80,,,,0
PD1006,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Parker Mtn,Pronghorn,Doe,Any Legal Weapon,General Season,,171,22,3,25,,,,0
PD1011,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,0
PD1012,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Box Elder, Promontory",Pronghorn,Doe,Any Legal Weapon,General Season,Antlerless,24,22,3,25,,,,0
PD1016,CORE_REVIEW|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Zane CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,537,4,0,4,,,,0
PD1017,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Box Elder, West",Pronghorn,Doe,Any Legal Weapon,General Season,Antlerless,755,49,6,55,,,,0
PD1025,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Cottonwood Ridge CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,824,4,0,4,,,,0
PD1026,CORE_REVIEW|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Pahvant Ensign CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,826,4,0,4,,,,0
PD1032,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Antelope Creek CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,581,6,,6,,,,0
PD1039,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,0
PD1041,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,0
PD1044,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Vernal-Ouray Valley,Pronghorn,Doe,Any Legal Weapon,General Season,Antlerless,895,9,1,10,,,,0
PD1045,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,The Rose of Snowville CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,509,4,0,4,,,,0
PD1046,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Green River Flat CWMU,Pronghorn,Doe,Any Legal Weapon,CWMU,,918,6,,6,,,,0
PD1056,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Parker Mtn,Pronghorn,Doe,Any Legal Weapon,General Season,Antlerless,703,36,4,40,,,,0
PD1057,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Parker Mtn, Highlands",Pronghorn,Doe,Any Legal Weapon,General Season,Antlerless,873,31,4,35,,,,0
PD1059,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Parker Mtn, Plains",Pronghorn,Doe,Any Legal Weapon,General Season,Antlerless,940,27,3,30,,,,0
RS0001,CORE_REVIEW,SPORTSMAN_CONSERVATION_OVERLAP_REVIEW,Code is current sportsman in review set and also appears in conservation table; keep families separate.,yes,Rocky Mountain Bighorn Sheep - Statewide Permit,Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Statewide,Statewide Permit,5135,1,0,1,,,,1
RS1000,CORE_REVIEW|PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Antelope Island Conservation,Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,1,,,,,,,0
RS1001,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Book Cliffs, South",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Conservation,Conservation,15,1,0,1,,,,1
RS1003,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Conservation,Conservation,20,1,0,1,,,,1
RS1006,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Nine Mile, Gray Canyon",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Conservation,Conservation,821,1,0,1,,,,1
RS6703,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_MATCHES_RECOMMENDED,Unresolved source recommendation matches DATABASE allotment total.,yes,"Box Elder, Newfoundland Mtn",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,20,4,0,4,4,0,4,0
RS6720,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,"Fillmore, Oak Creek",Rocky Mountain Bighorn Sheep,Ram,Any Legal Weapon,Once-in-a-lifetime,Once-in-a-lifetime,668,4,0,4,4,0,4,1
TK0001,CORE_REVIEW,UNRESOLVED_DATABASE_PRESENT_REVIEW,Present in DATABASE but unresolved status remains.,yes,Turkey - Statewide Permit,Turkey,Bearded,Any Legal Weapon,Statewide,Statewide Permit,454,,,,,,,0
TK1000,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Statewide,Turkey,Bearded,Any Legal Weapon,Spring General Season,Youth,454,,,,,,,1
TK1012,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Central Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,887,,,8,,,,1
TK1013,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Northeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,886,,,8,,,,1
TK1014,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Northern Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,888,,,8,,,,1
TK1015,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Southeastern Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,884,,,8,,,,1
TK1016,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Southern Area,Turkey,Bearded,Any Legal Weapon,Conservation,Conservation,885,,,8,,,,1
TK1019,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Southeastern Region - Select areas only,Turkey,Either Sex,Any Legal Weapon,Fall Management,Management,5137,,,66,,,,0
TK1022,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Southern Region - Select areas only,Turkey,Either Sex,Any Legal Weapon,Fall Management,Management,5138,,,155,,,,0
